,Address,Brand,Postcode,Price_DL,Price_DL_UpdatedDate,Price_E10,Price_E10_UpdatedDate,Price_E85,Price_E85_UpdatedDate,Price_LPG,Price_LPG_UpdatedDate,Price_P95,Price_P95_UpdatedDate,Price_P98,Price_P98_UpdatedDate,Price_PDL,Price_PDL_UpdatedDate,Price_U91,Price_U91_UpdatedDate,ServiceStationName,Suburb,latitude,longitude
15202,"12-14 Bolwarra Rd, PORT MACQUARIE NSW 2444",Caltex,2444,,,,,,,,,,,,,,,139.9,05/24/2021 13:48,Caltex Port Macquarie,PORT MACQUARIE,-31.4500168,152.8860802
15203,"690A GREAT WESTERN HWY, FAULCONBRIDGE NSW 2776",Metro Fuel,2776,,,,,,,,,,,,,131.9,05/24/2021 13:50,149.9,05/24/2021 13:50,Metro Petroleum Faulconbridge,FAULCONBRIDGE,-33.694728,150.539421
15204,"115-119 Hume Hwy, Lansvale NSW 2166",BP,2166,,,135.9,05/24/2021 13:52,,,,,151.9,05/24/2021 13:52,159.9,05/24/2021 13:52,,,,,BP Lansvale,Lansvale,-33.8998346,150.946278
15205,"189 South Creek Road, CROMER NSW 2099",Shell,2099,136.9,05/24/2021 13:56,163.9,05/24/2021 13:56,,,,,,,183.9,05/24/2021 13:56,136.9,05/24/2021 13:56,166.9,05/24/2021 13:56,shell cromer,CROMER,-33.73614,151.2803494
15206,"46 ALBERT ST, FRESHWATER NSW 2096",Enhance,2096,133.9,05/24/2021 13:57,,,,,,,,,,,,,,,Enhance Freshwater,FRESHWATER,-33.77742115,151.286962
15207,"60 Johnson Street, Forbes NSW 2871",Independent,2871,,,,,,,,,156.9,05/24/2021 13:57,,,,,143.9,05/24/2021 13:57,Independent Forbes,Forbes,-33.3785632,148.0064335
15209,"54 Alison Road, Randwick NSW 2031",Coles Express,2031,,,163.9,05/24/2021 14:00,,,,,180.9,05/24/2021 14:00,188.9,05/24/2021 14:00,,,165.9,05/24/2021 14:00,Coles Express Randwick,Randwick,-33.9044957,151.2268419
15210,"959-961 Anzac Pde, Maroubra NSW 2035",Coles Express,2035,,,,,,,,,176.9,05/24/2021 14:00,184.9,05/24/2021 14:00,,,161.9,05/24/2021 14:00,Coles Express Maroubra,Maroubra,-33.9408086,151.2389338
15211,"19 Davies Road, Padstow NSW 2211",Coles Express,2211,,,163.9,05/24/2021 14:00,,,,,180.9,05/24/2021 14:00,188.9,05/24/2021 14:00,,,165.9,05/24/2021 14:00,Coles Express Padstow,Padstow,-33.9540178,151.0380916
15212,"176 Warringah Rd, BEACON HILL NSW 2100",Caltex Woolworths,2100,,,164.9,05/24/2021 14:04,,,,,179.9,05/24/2021 14:04,187.9,05/24/2021 14:04,,,166.9,05/24/2021 14:04,Caltex Beacon Hill,BEACON HILL,-33.7538434,151.2603475
15214,"1234 Pittwater Road, Narrabeen NSW 2101",7-Eleven,2101,,,164.9,05/24/2021 14:04,,,,,,,184.9,05/24/2021 14:04,,,166.9,05/24/2021 14:04,7-Eleven Narrabeen,Narrabeen,-33.7195064,151.2982828
15219,"291 Rooty Hill Road North, Plumpton NSW 2761",7-Eleven,2761,,,163.9,05/24/2021 14:08,,,,,177.9,05/24/2021 14:08,183.9,05/24/2021 14:08,,,165.9,05/24/2021 14:08,7-Eleven Plumpton,Plumpton,-33.7582194,150.8397345
15220,"Lot 6 Luxford Road, Mount Druitt NSW 2770",7-Eleven,2770,,,166.9,05/24/2021 14:08,,,,,,,177.9,05/24/2021 14:08,,,159.9,05/24/2021 14:08,7-Eleven Mount Druitt,Mount Druitt,-33.764482,150.8193494
15221,"924 Victoria Rd, WEST RYDE NSW 2114",Caltex Woolworths,2114,,,167.9,05/24/2021 14:08,,,,,182.9,05/24/2021 14:08,189.9,05/24/2021 14:08,,,169.9,05/24/2021 14:08,Caltex Woolworths West Ryde,WEST RYDE,-33.81080065,151.0934221
15223,"154 Silverwater Rd, SILVERWATER NSW 2128",Caltex Woolworths,2128,,,155.9,05/24/2021 14:08,,,,,170.9,05/24/2021 14:08,177.9,05/24/2021 14:08,,,157.9,05/24/2021 14:08,Caltex Woolworths Silverwater,SILVERWATER,-33.831671,151.048545
15224,"41 Collins St, KIAMA NSW 2533",Enhance,2533,,,151.9,05/24/2021 14:09,,,,,168.9,05/24/2021 14:09,,,,,153.9,05/24/2021 14:09,Enhance Kiama,KIAMA,-34.6689297,150.852914
15225,"137 Windsor Road, Northmead NSW 2152",7-Eleven,2152,,,,,,,,,,,,,138.9,05/24/2021 14:13,,,7-Eleven Northmead,Northmead,-33.7878586,150.9950311
15227,"105 Wyee Road, WYEE NSW 2259",Independent,2259,127.4,05/24/2021 14:13,,,,,,,,,,,,,,,Starlite Power Wyee,WYEE,-33.1837523,151.4890675
15229,"281 New Canterbury Rd, Lewisham NSW 2049",Independent,2049,,,133.8,05/24/2021 14:17,,,,,155.9,05/24/2021 14:17,,,,,136.9,05/24/2021 14:17,Tanwar Petroleum,Lewisham,-33.8970195,151.1499354
15230,"200 Main Road, Cardiff NSW 2285",Shell,2285,136.9,05/24/2021 14:18,,,,,,,,,,,,,,,Shell Cardiff,Cardiff,-32.9366151,151.6575185
15231,"709 Cabramatta Road, Bonnyrigg NSW 2177",Metro Fuel,2177,,,128.5,05/24/2021 14:19,,,,,,,,,,,131.5,05/24/2021 14:19,Metro Bonnyrigg,Bonnyrigg,-33.8929867,150.8894465
15232,"184 Liverpool Road, Enfield NSW 2136",BP,2136,,,129.9,05/24/2021 14:24,,,,,,,163.9,05/24/2021 14:24,,,,,BP Enfield,Enfield,-33.8876373,151.0915286
15233,"119 Harbord Rd, Freshwater NSW 2096",Budget,2096,,,,,,,,,,,,,135.9,05/24/2021 14:26,,,Budget Freshwater,Freshwater,-33.7772832,151.2800532
15234,"1579 BOTANY RD, BOTANY NSW 2019",BP,2019,,,162.9,05/24/2021 14:26,,,,,,,186.9,05/24/2021 14:26,,,166.9,05/24/2021 14:26,BP Botany,BOTANY,-33.9528763,151.2011556
15235,"72 Harold St, Macquarie Fields NSW 2564",BP,2564,,,,,,,,,172.9,05/24/2021 14:27,182.9,05/24/2021 14:27,,,,,BP Macquarie Fields,Macquarie Fields,-33.9975964,150.8900495
15238,"55 Garfield Rd E, RIVERSTONE NSW 2765",7-Eleven,2765,,,169.9,05/24/2021 14:32,,,,,183.9,05/24/2021 14:32,189.9,05/24/2021 14:32,,,171.9,05/24/2021 14:32,7-Eleven RIVERSTONE,RIVERSTONE,-33.6744488,150.8708249
15239,"124 Hoxton Park Rd, LURNEA NSW 2170",7-Eleven,2170,,,,,,,,,,,189.9,05/24/2021 14:32,,,,,7-Eleven Lurnea,LURNEA,-33.927261,150.9052007
15241,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,167.9,05/24/2021 14:37,,,,,,,187.9,05/24/2021 14:37,,,169.9,05/24/2021 14:37,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
15243,"124 Hoxton Park Rd, LURNEA NSW 2170",7-Eleven,2170,,,169.9,05/24/2021 14:37,,,,,183.9,05/24/2021 14:37,,,,,171.9,05/24/2021 14:37,7-Eleven Lurnea,LURNEA,-33.927261,150.9052007
15244,"326-328 Blaxland Road, Ryde NSW 2112",7-Eleven,2112,,,167.9,05/24/2021 14:37,,,,,,,187.9,05/24/2021 14:37,,,169.9,05/24/2021 14:37,7-Eleven Ryde,Ryde,-33.8091966,151.1059101
15245,"735 George Street, Bligh Park NSW 2756",7-Eleven,2756,,,169.9,05/24/2021 14:37,,,,,,,189.9,05/24/2021 14:37,,,171.9,05/24/2021 14:37,7-Eleven Bligh Park,Bligh Park,-33.6333897,150.7895815
15246,"338 Princes Hwy, BLAKEHURST NSW 2221",Westside,2221,130.9,05/24/2021 14:38,,,,,,,,,,,,,,,Westside Petroleum Blakehurst,BLAKEHURST,-33.9866204,151.1126154
15247,"31-35 Unwins Bridge, Sydenham NSW 2044",Independent,2044,,,,,,,,,,,,,,,135.8,05/24/2021 14:40,Payless Fuel Sydenham,Sydenham,-33.9144577,151.1693149
15248,"128 Barker Street, Randwick NSW 2031",7-Eleven,2031,,,163.9,05/24/2021 14:40,,,,,,,183.9,05/24/2021 14:40,,,165.9,05/24/2021 14:40,7-Eleven Randwick,Randwick,-33.9209961,151.2376466
15251,"51 LAMBTON RD, WARATAH NSW 2298",Enhance,2298,,,,,,,,,,,,,,,140.9,05/24/2021 14:44,Enhance Waratah,WARATAH,-32.9101603,151.7171252
15252,"36 Henderson Road, Alexandria NSW 2015",Metro Fuel,2015,,,139.9,05/24/2021 14:45,,,,,,,160.9,05/24/2021 14:45,,,141.9,05/24/2021 14:45,Metro Fuel Alexandria,Alexandria,-33.89746645,151.1973243
15253,"336 Victoria Street, Deniliquin NSW 2710",Coles Express,2710,,,,,,,,,,,166.9,05/24/2021 14:46,,,143.9,05/24/2021 14:46,Coles Express Deniliquin,Deniliquin,-35.5232527,144.9808458
15254,"190 WATERLOO RD, GREENACRE NSW 2190",Independent,2190,,,,,,,,,,,155.9,05/24/2021 14:51,127.9,05/24/2021 14:51,129.9,05/24/2021 14:51,TEMCO Petroleum,GREENACRE,-33.9016633,151.0581186
15255,"368 Anzac Parade, Kingsford NSW 2032",BP,2032,,,159.9,05/24/2021 14:52,,,,,,,184.9,05/24/2021 14:52,,,,,BP Kingsford,Kingsford,-33.9254417,151.2301049
15256,"2 Braidwood Rd, Tarago NSW 2580",Independent,2580,140.7,05/24/2021 14:57,,,,,,,158.1,05/24/2021 14:57,,,,,141,05/24/2021 14:57,Independent Tarago,Tarago,-35.0662882,149.6555971
15257,"50-54 Riverside Drive, Nambucca Heads NSW 2448",Independent,2448,141.9,05/24/2021 15:02,,,,,,,,,,,,,,,Independent Nambucca Heads,Nambucca Heads,-30.6521897,152.9913129
15258,"395 GARDENERS RD, ROSEBERY NSW 2018",Metro Fuel,2018,,,,,,,,,,,159.9,05/24/2021 15:10,,,145.9,05/24/2021 15:10,Metro Petroleum Rosebery,ROSEBERY,-33.9231422,151.2087688
15259,"17 South St, TELARAH NSW 2320",Independent,2320,132.9,05/24/2021 15:11,,,,,,,,,,,,,,,Telarah Fuels,TELARAH,-32.7244513,151.5361535
15260,"128 Barker Street, Randwick NSW 2031",7-Eleven,2031,,,163.7,05/24/2021 15:12,,,,,,,183.7,05/24/2021 15:12,,,165.7,05/24/2021 15:12,7-Eleven Randwick,Randwick,-33.9209961,151.2376466
15261,"42-50 Sydney St, MUSWELLBROOK NSW 2333",Puma Energy,2333,129.7,05/24/2021 15:14,124.9,05/24/2021 15:14,,,,,,,146.9,05/24/2021 15:14,,,126.9,05/24/2021 15:14,Matilda Muswellbrook,MUSWELLBROOK,-32.2677826,150.8872449
15262,"535 ARGENT ST, BROKEN HILL NSW 2880",Liberty,2880,146.9,05/24/2021 15:16,,,,,,,160.9,05/24/2021 15:16,166.9,05/24/2021 15:16,,,145.9,05/24/2021 15:16,Liberty Broken Hill,BROKEN HILL,-31.9506606,141.4782021
15263,"321 OLD SOUTH HEAD RD, NORTH BONDI NSW 2026",Ampol,2026,,,163.9,05/24/2021 15:16,,,,,178.9,05/24/2021 15:16,186.9,05/24/2021 15:16,,,165.9,05/24/2021 15:16,Ampol North Bondi,NORTH BONDI,-33.8846884,151.2686221
15265,"3030 REMEMBRANCE DVWY, BARGO NSW 2574",Independent,2574,,,131.9,05/24/2021 15:17,,,,,,,151.9,05/24/2021 15:17,127.9,05/24/2021 15:17,133.9,05/24/2021 15:17,Bargo Petroleum,BARGO,-34.2545834,150.572655
15266,"896A Woodville Rd, Villawood NSW 2163",Independent,2163,,,126.7,05/24/2021 15:21,,,,,139.7,05/24/2021 15:21,146.7,05/24/2021 15:21,,,128.7,05/24/2021 15:21,APEX PETROLEUM VILLAWOOD,Villawood,-33.8859827,150.9752413
15267,"114 Tongarra Rd, Albion Park NSW 2527",Independent,2527,142,05/24/2021 15:27,,,,,,,,,170,05/24/2021 15:27,,,149,05/24/2021 15:27,Independent Albion Park,Albion Park,-34.5707191,150.7750172
15268,"65-99 Hume Highway, Canley Vale NSW 2166",Coles Express,2166,,,163.9,05/24/2021 15:30,,,,,,,188.9,05/24/2021 15:30,,,,,Coles Express Canley Vale,Canley Vale,-33.8921192,150.9635308
15269,"240 Hume Highway, LANSVALE NSW 2166",Coles Express,2166,,,163.9,05/24/2021 15:30,,,,,180.9,05/24/2021 15:30,188.9,05/24/2021 15:30,,,165.9,05/24/2021 15:30,Coles Express Lansvale West,LANSVALE,-33.8998346,150.946278
15270,"60 Riverside, Airds NSW 2560",Independent,2560,127.7,05/24/2021 15:32,129.7,05/24/2021 15:32,,,,,143.7,05/24/2021 15:32,148.7,05/24/2021 15:32,127.7,05/24/2021 15:32,131.7,05/24/2021 15:32,Apex Petroleum Airds,Airds,-34.0878035,150.8289445
15271,"571 Beryl Street, Broken Hill NSW 2880",Metro Fuel,2880,144.9,05/24/2021 15:35,,,,,,,,,,,144.9,05/24/2021 15:35,143.9,05/24/2021 15:35,Metro Fuel Broken Hill,Broken Hill,-31.9466169,141.4801564
15272,"9 King St, GOOLOOGONG NSW 2805",BP,2805,138.9,05/24/2021 15:35,,,,,,,,,,,,,141.9,05/24/2021 15:35,Gooloogong Handymart,GOOLOOGONG,-33.6156509,148.4352904
15273,"146-148 COOGEE BAY RD, COOGEE NSW 2034",Ampol,2034,,,163.9,05/24/2021 15:37,,,,,178.9,05/24/2021 15:37,186.9,05/24/2021 15:37,,,165.9,05/24/2021 15:37,Ampol Coogee,COOGEE,-33.9206709,151.2555035
15274,"110 Lane Cove Road, RYDE NSW 2112",Caltex,2112,,,,,,,,,,,190.9,05/24/2021 15:37,,,169.9,05/24/2021 15:37,Caltex Ryde Self Serve,RYDE,-33.80145965,151.1137483
15276,"1403 Princes Hwy, Heathcote NSW 2233",Ampol,2233,,,165.9,05/24/2021 15:37,,,,,180.9,05/24/2021 15:37,188.9,05/24/2021 15:37,,,167.9,05/24/2021 15:37,Ampol Woolworths Heathcote Northbound,Heathcote,-34.079439,151.0106501
15277,"150 Woodville Rd, MERRYLANDS NSW 2160",Caltex,2160,,,163.9,05/24/2021 15:37,,,,,178.9,05/24/2021 15:37,186.9,05/24/2021 15:37,,,165.9,05/24/2021 15:37,Caltex Merrylands,MERRYLANDS,-33.8397773,150.9993172
15278,"12-14 Berowra Waters Rd, BEROWRA NSW 2081",Caltex,2081,,,,,,,,,182.9,05/24/2021 15:37,190.9,05/24/2021 15:37,,,169.9,05/24/2021 15:37,Caltex Berowra,BEROWRA,-33.62339465,151.1505486
15280,"1-3 CHURCH ST, PORT KEMBLA NSW 2505",Caltex,2505,,,,,,,,,,,,,,,149.9,05/24/2021 15:40,Caltex Port Kembla,PORT KEMBLA,-34.4849082,150.9039099
15281,"299-303 Wardell Rd, Dulwich Hill NSW 2203",Budget,2203,,,143.9,05/24/2021 15:42,,,,,,,163.9,05/24/2021 15:42,131.9,05/24/2021 15:42,145.9,05/24/2021 15:42,Budget Dulwich Hill,Dulwich Hill,-33.9096777,151.1425284
15282,"63 Sydney Road, Kelso NSW 2795",BP,2795,,,129.5,05/24/2021 15:43,,,,,145.5,05/24/2021 15:43,154.5,05/24/2021 15:43,,,,,BP Kelso,Kelso,-33.4187549,149.6041493
15283,"86 Castlereagh Street, LIVERPOOL NSW 2170",Metro Fuel,2170,,,146.9,05/24/2021 15:47,,,,,,,166.9,05/24/2021 15:47,,,149.5,05/24/2021 15:47,Metrol Petroleum Liverpool CBD,LIVERPOOL,-33.9256536,150.9194557
15284,"1344 Princes Hwy, HEATHCOTE NSW 2233",Ampol,2233,,,165.9,05/24/2021 15:48,,,,,180.9,05/24/2021 15:48,188.9,05/24/2021 15:48,,,167.9,05/24/2021 15:48,Ampol Woolworths Heathcote Southbound,HEATHCOTE,-34.079439,151.0106501
15286,"169 Willoughby Road, Naremburn NSW 2065",BP,2065,,,,,,,,,182.9,05/24/2021 15:49,191.9,05/24/2021 15:49,,,168.9,05/24/2021 15:49,BP Naremburn,Naremburn,-33.8220909,151.2009398
15287,"62-70 Epping Rd, Lane Cove NSW 2066",BP,2066,,,156.9,05/24/2021 15:56,,,,,,,180.9,05/24/2021 15:56,,,158.9,05/24/2021 15:56,BP Lane Cove,Lane Cove,-33.8114522,151.1674916
15288,"1 Mclennan Street, ARMIDALE NSW 2350",Lowes,2350,139.9,05/24/2021 15:58,,,,,,,,,,,,,,,Lowes Petroleum Service,ARMIDALE,-30.51137805,151.6481286
15291,"96 Wicks Road, North Ryde NSW 2113",Coles Express,2113,,,167.9,05/24/2021 16:01,,,,,,,192.9,05/24/2021 16:01,,,169.9,05/24/2021 16:01,Coles Express North Ryde,North Ryde,-33.794118,151.126744
15292,"1721 Pittwater Road, Mona Vale NSW 2103",BP,2103,,,,,,,,,,,,,142.9,05/24/2021 16:04,,,BP Mona Vale,Mona Vale,-33.68046395,151.3024858
15294,"275 Lane Cove Rd, North Ryde NSW 2113",Coles Express,2113,,,167.9,05/24/2021 16:05,,,,,184.9,05/24/2021 16:05,192.9,05/24/2021 16:05,,,,,Coles Express North Ryde,North Ryde,-33.788787,151.1246408
15295,"253 Princes Hwy, Albion Park Rail NSW 2527",Enhance,2527,,,165.9,05/24/2021 16:07,,,,,,,185.9,05/24/2021 16:07,,,167.9,05/24/2021 16:07,Enhance Albion Park,Albion Park Rail,-34.5611446,150.7959638
15296,"143 Kildare Road, Blacktown NSW 2148",Budget,2148,,,,,,,,,159.9,05/24/2021 16:09,,,,,149.9,05/24/2021 16:09,Budget Blacktown,Blacktown,-33.7688135,150.903405
15297,"482 North Rocks Rd, Carlingford NSW 2118",Mobil 1,2118,,,149.9,05/24/2021 16:10,,,,,159.9,05/24/2021 16:10,166.9,05/24/2021 16:10,,,151.9,05/24/2021 16:10,Mobil 1 Carlingford Car Care,Carlingford,-33.7650745,151.0579003
15299,"987 Hume Highway, Lansdowne NSW 2163",Metro Fuel,2163,,,134.9,05/24/2021 16:13,,,,,,,154.9,05/24/2021 16:13,,,136.9,05/24/2021 16:13,Metro Lansdowne,Lansdowne,-33.8896625,150.973185
15300,"10-12 Park Ave, Punchbowl NSW 2196",Metro Fuel,2196,,,147.7,05/24/2021 16:19,,,,,,,,,169.9,05/24/2021 16:19,151.7,05/24/2021 16:19,Metro Punchbowl,Punchbowl,-33.91806135,151.0632421
15301,"272-278 Woodville Road, Guildford NSW 2161",7-Eleven,2161,,,,,,,,,177.9,05/24/2021 16:20,,,,,,,7-Eleven Guildford,Guildford,-33.8623524,150.9919628
15304,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,,,,,,,,,185.9,05/24/2021 16:20,,,,,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
15306,"1 Avenue of the Americas, Newington NSW 2127",Caltex Woolworths,2127,,,,,,,,,173.9,05/24/2021 16:20,,,,,,,Caltex Woolworths Newington,Newington,-33.8351017,151.0548724
15307,"482 North Rocks Rd, Carlingford NSW 2118",Mobil 1,2118,,,,,,,,,,,,,132.9,05/24/2021 16:23,,,Mobil 1 Carlingford Car Care,Carlingford,-33.7650745,151.0579003
15308,"272-278 Woodville Road, Guildford NSW 2161",7-Eleven,2161,,,163.9,05/24/2021 16:24,,,,,,,183.9,05/24/2021 16:24,,,165.9,05/24/2021 16:24,7-Eleven Guildford,Guildford,-33.8623524,150.9919628
15309,"400 Lane Cove Road, North Ryde NSW 2113",7-Eleven,2113,,,165.9,05/24/2021 16:24,,,,,,,,,,,167.9,05/24/2021 16:24,7-Eleven North Ryde,North Ryde,-33.788787,151.1246408
15310,"242 Parramatta Road, Homebush NSW 2140",Enhance,2140,,,136.8,05/24/2021 16:25,,,,,,,159.8,05/24/2021 16:25,,,139.8,05/24/2021 16:25,Enhance Homebush,Homebush,-33.8617267,151.0763447
15311,"336 Victoria Street, Deniliquin NSW 2710",Coles Express,2710,,,,,,,,,,,161.9,05/24/2021 16:30,,,138.9,05/24/2021 16:30,Coles Express Deniliquin,Deniliquin,-35.5232527,144.9808458
15312,"144 Parramatta Rd, GRANVILLE NSW 2142",Ampol,2142,,,162.9,05/24/2021 16:32,,,,,177.9,05/24/2021 16:32,185.9,05/24/2021 16:32,,,164.9,05/24/2021 16:32,Ampol Foodary Granville,GRANVILLE,-33.8312377,151.0136775
15314,"571 Beryl Street, Broken Hill NSW 2880",Metro Fuel,2880,143.9,05/24/2021 16:33,,,,,,,,,,,143.9,05/24/2021 16:33,,,Metro Fuel Broken Hill,Broken Hill,-31.9466169,141.4801564
15315,"10-12 Park Ave, Punchbowl NSW 2196",Metro Fuel,2196,,,,,,,,,,,169.7,05/24/2021 16:35,129.9,05/24/2021 16:35,,,Metro Punchbowl,Punchbowl,-33.91806135,151.0632421
15316,"68 Nuwarra Road, Moorebank NSW 2170",Budget,2170,,,146.9,05/24/2021 16:38,,,,,154.9,05/24/2021 16:38,166.9,05/24/2021 16:38,,,149.9,05/24/2021 16:38,Budget Moorebank,Moorebank,-33.9438346,150.9484243
15317,"113 PARRY ST, NEWCASTLE WEST NSW 2302",BP,2302,,,155.9,05/24/2021 16:39,,,,,,,179.9,05/24/2021 16:39,,,157.9,05/24/2021 16:39,BP Newcastle West,NEWCASTLE WEST,-32.9241358,151.7542005
15318,"338 Princes Hwy, BLAKEHURST NSW 2221",Westside,2221,,,,,,,,,,,,,,,146.9,05/24/2021 16:47,Westside Petroleum Blakehurst,BLAKEHURST,-33.9866204,151.1126154
15319,"535 ARGENT ST, BROKEN HILL NSW 2880",Liberty,2880,147.9,05/24/2021 16:47,,,,,,,,,,,,,,,Liberty Broken Hill,BROKEN HILL,-31.9506606,141.4782021
15322,"1163-1167 MAMRE RD, KEMPS CREEK NSW 2178",Ampol,2178,,,165.9,05/24/2021 16:48,,,,,,,188.9,05/24/2021 16:48,,,167.9,05/24/2021 16:48,Ampol Kemps Creek,KEMPS CREEK,-33.8802995,150.8077097
15323,"560-562 Victoria Road, ERMINGTON NSW 2115",Caltex,2115,,,155.9,05/24/2021 16:48,,,,,170.9,05/24/2021 16:48,178.9,05/24/2021 16:48,,,157.9,05/24/2021 16:48,Caltex Ermington,ERMINGTON,-33.813803,151.0523784
15324,"121 Victoria Rd, ROZELLE NSW 2039",Ampol,2039,,,162.9,05/24/2021 16:48,,,,,177.9,05/24/2021 16:48,185.9,05/24/2021 16:48,,,,,Ampol Woolworths Rozelle,ROZELLE,-33.8690569,151.1765569
15325,"571 Beryl Street, Broken Hill NSW 2880",Metro Fuel,2880,145.9,05/24/2021 16:48,,,,,,,,,,,145.9,05/24/2021 16:48,,,Metro Fuel Broken Hill,Broken Hill,-31.9466169,141.4801564
15326,"132/138 Pacific Hwy, Charlestown NSW 2290",Metro Fuel,2290,,,129.9,05/24/2021 16:51,,,,,,,,,,,133.9,05/24/2021 16:51,Metro Fuel Charlestown,Charlestown,-32.967753,151.6948583
15329,"1 Avenue of the Americas, Newington NSW 2127",Caltex Woolworths,2127,,,155.9,05/24/2021 16:52,,,,,170.9,05/24/2021 16:52,177.9,05/24/2021 16:52,,,,,Caltex Woolworths Newington,Newington,-33.8351017,151.0548724
15335,"487 Sapphire Coast Drive, TURA BEACH NSW 2548",Metro Fuel,2548,125.9,05/24/2021 16:52,,,,,,,,,,,,,126.9,05/24/2021 16:52,Metro Fuel Tura Beach,TURA BEACH,-36.8756176,149.9038968
15336,"6 Swettenham Road, Minto NSW 2566",United,2566,,,137.9,05/24/2021 16:54,,,,,,,160.9,05/24/2021 16:54,,,139.9,05/24/2021 16:54,United Petroleum Minto,Minto,-34.0276463,150.8337652
15337,"1 The Strand, Dee Why NSW 2099",United,2099,,,159.7,05/24/2021 16:55,,,,,174.7,05/24/2021 16:55,182.7,05/24/2021 16:55,,,161.7,05/24/2021 16:55,United Petroleum Dee Why,Dee Why,-33.7557167,151.2959912
15338,"144 Maitland Road, ISLINGTON NSW 2296",Metro Fuel,2296,,,,,,,,,,,,,,,141.9,05/24/2021 16:58,Metro Islington,ISLINGTON,-32.914335,151.7477654
15339,"145-147 Hoskins Street, TEMORA NSW 2666",Shell,2666,,,,,,,,,,,,,128.9,05/24/2021 16:58,,,Westside Petroleum Temora,TEMORA,-34.4507914,147.5354415
15340,"179 Parramatta Road, Auburn NSW 2144",BP,2144,,,162.9,05/24/2021 17:00,,,,,176.9,05/24/2021 17:00,186.9,05/24/2021 17:00,,,166.9,05/24/2021 17:00,BP Auburn,Auburn,-33.839118,151.0294569
15341,"96 Wicks Road, North Ryde NSW 2113",Coles Express,2113,,,165.9,05/24/2021 17:00,,,,,,,190.9,05/24/2021 17:00,,,167.9,05/24/2021 17:00,Coles Express North Ryde,North Ryde,-33.794118,151.126744
15342,"39- 51 Victoria Rd, Drummoyne NSW 2047",Coles Express,2047,,,162.9,05/24/2021 17:00,,,,,179.9,05/24/2021 17:00,187.9,05/24/2021 17:00,,,,,Coles Express Drummoyne,Drummoyne,-33.8511841,151.1545746
15343,"275 Lane Cove Rd, North Ryde NSW 2113",Coles Express,2113,,,165.9,05/24/2021 17:00,,,,,182.9,05/24/2021 17:00,190.9,05/24/2021 17:00,,,,,Coles Express North Ryde,North Ryde,-33.788787,151.1246408
15344,"295 Woodville Rd, Guildford NSW 2161",Coles Express,2161,,,163.9,05/24/2021 17:00,,,,,180.9,05/24/2021 17:00,188.9,05/24/2021 17:00,,,165.9,05/24/2021 17:00,Coles Express Guildford,Guildford,-33.8623524,150.9919628
15347,"38-46 Victoria Rd, Drummoyne NSW 2047",Coles Express,2047,,,162.9,05/24/2021 17:00,,,,,179.9,05/24/2021 17:00,187.9,05/24/2021 17:00,,,164.9,05/24/2021 17:00,Coles Express Drummoyne,Drummoyne,-33.8511841,151.1545746
15348,"1181 The Horsley Drive, Wetherill Park NSW 2164",Coles Express,2164,,,167.9,05/24/2021 17:00,,,,,184.9,05/24/2021 17:00,192.9,05/24/2021 17:00,,,169.9,05/24/2021 17:00,Coles Express Wetherill Park,Wetherill Park,-33.8484878,150.8760238
15349,"126 GREAT WESTERN HWY, BLAXLAND NSW 2774",Shell,2774,,,165.9,05/24/2021 17:01,,,,,,,187.9,05/24/2021 17:01,,,169.9,05/24/2021 17:01,Shell Blaxland,BLAXLAND,-33.7447217,150.6094281
15350,"340 Great Western Highway, Wentworth Falls NSW 2782",BP,2782,,,,,,,,,179.9,05/24/2021 17:02,,,,,165.9,05/24/2021 17:02,BP Wentworth Falls,Wentworth Falls,-33.7101256,150.3685336
15351,"199 Great Western Highway, Katoomba NSW 2780",BP,2780,,,163.9,05/24/2021 17:03,,,,,,,187.9,05/24/2021 17:03,,,167.9,05/24/2021 17:03,BP Katoomba,Katoomba,-33.7109271,150.3113102
15352,"107 Anderson Drive, TARRO NSW 2322",Metro Fuel,2322,120.9,05/24/2021 17:04,144.9,05/24/2021 17:04,,,,,156.9,05/24/2021 17:04,,,,,146.9,05/24/2021 17:04,Metro Petroleum Tarro,TARRO,-32.8076023,151.6588539
15353,"203 Burns Bay Road, Lane Cove NSW 2066",7-Eleven,2066,,,156.9,05/24/2021 17:05,,,,,,,176.9,05/24/2021 17:05,,,158.9,05/24/2021 17:05,7-Eleven Lane Cove,Lane Cove,-33.8307584,151.1461106
15354,"477 Pacific Highway, Artarmon NSW 2064",7-Eleven,2064,,,164.9,05/24/2021 17:05,,,,,178.9,05/24/2021 17:05,184.9,05/24/2021 17:05,,,166.9,05/24/2021 17:05,7-Eleven Artarmon,Artarmon,-33.8078947,151.1791907
15356,"1412-1414 Pittwater Road, North Narrabeen NSW 2101",Caltex Woolworths,2101,,,163.9,05/24/2021 17:05,,,,,178.9,05/24/2021 17:05,185.9,05/24/2021 17:05,,,165.9,05/24/2021 17:05,Caltex Woolworths North Narrabeen,North Narrabeen,-33.7119101,151.296933
